3.992572021484375000e+01,6.242506027221679688e+01,1.384174156188964844e+01,8.925795555114746094e+00,1.449642753601074219e+01,1.108909225463867188e+01,3.481535196304321289e+00,1.260301399230957031e+01,1.345106220245361328e+01,2.624754905700683594e+01,1.342975921630859375e+02,4.798664474487304688e+01,3.234290695190429688e+01,7.922811126708984375e+01,2.143084335327148438e+01,2.200000000000000000e+01
3.341292953491210938e+01,5.314910888671875000e+01,4.965038299560546875e+01,3.614689254760742188e+01,1.291615142822265625e+02,4.374531173706054688e+01,3.856476974487304688e+01,1.185201797485351562e+02,4.229479217529296875e+01,3.837051773071289062e+01,1.284668426513671875e+02,3.001794815063476562e+01,5.984755516052246094e+00,1.065701675415039062e+01,1.557120895385742188e+01,8.000000000000000000e+00
1.181399345397949219e+01,2.514960289001464844e+01,2.617565917968750000e+01,6.475659179687500000e+01,8.905167388916015625e+01,3.791497421264648438e+01,6.375194168090820312e+01,9.194943237304687500e+01,3.152026557922363281e+01,6.412731933593750000e+01,1.105151214599609375e+02,2.579221916198730469e+01,5.713034057617187500e+01,5.218867111206054688e+01,3.252349853515625000e+01,5.000000000000000000e+00
2.790174674987792969e+01,1.352111530303955078e+01,2.024083328247070312e+01,2.301007270812988281e+01,6.111736774444580078e+00,1.357863235473632812e+01,5.722426605224609375e+01,1.192948913574218750e+02,3.854830551147460938e+01,3.146382141113281250e+01,3.231925201416015625e+01,8.243811035156250000e+01,8.364854812622070312e+00,1.443705797195434570e+00,2.169299507141113281e+01,1.600000000000000000e+01
1.005854511260986328e+01,4.334775447845458984e+00,1.252652549743652344e+01,2.396648979187011719e+01,5.833037376403808594e+00,1.312204265594482422e+01,3.495605087280273438e+01,1.321408748626708984e+01,4.111934185028076172e+00,3.378233718872070312e+01,1.654508399963378906e+01,1.051598358154296875e+01,3.660868835449218750e+01,3.623780441284179688e+01,1.037383556365966797e+01,2.200000000000000000e+01
5.806589126586914062e+01,2.716683387756347656e+01,1.735942077636718750e+01,6.241058826446533203e+00,8.609868049621582031e+00,5.605381011962890625e+00,2.950351142883300781e+01,1.138697147369384766e+01,7.559980154037475586e-01,6.575690460205078125e+01,8.897318267822265625e+01,3.286801528930664062e+01,7.689344787597656250e+01,7.094831085205078125e+01,2.611606788635253906e+01,1.000000000000000000e+01
2.959028244018554688e+01,3.790841293334960938e+01,5.526073455810546875e+01,5.534899520874023438e+01,1.515082550048828125e+02,2.999112319946289062e+01,6.859886932373046875e+01,1.213349609375000000e+02,5.097658920288085938e+01,5.126419067382812500e+01,1.428556365966796875e+02,3.541802215576171875e+01,2.852871131896972656e+01,1.543317413330078125e+02,3.602785110473632812e+01,0.000000000000000000e+00
2.419369316101074219e+01,3.699737071990966797e+00,1.488013267517089844e+01,1.483680152893066406e+01,8.372128486633300781e+00,1.348162746429443359e+01,6.111497497558593750e+01,8.852935791015625000e+01,5.092763519287109375e+01,5.275012588500976562e+01,9.742214965820312500e+01,6.009177780151367188e+01,3.056056404113769531e+01,1.150814208984375000e+02,2.772128677368164062e+01,1.100000000000000000e+01
2.406418991088867188e+01,1.127289199829101562e+01,1.459463024139404297e+01,2.352279281616210938e+01,5.049933910369873047e+00,6.570591449737548828e+00,5.957913208007812500e+01,3.271614837646484375e+01,7.727680683135986328e+00,6.589765930175781250e+01,4.750742340087890625e+01,1.462179374694824219e+01,6.719983673095703125e+01,4.175682449340820312e+01,1.231900024414062500e+01,1.500000000000000000e+01
1.917202758789062500e+01,3.355294418334960938e+01,6.219712734222412109e+00,5.735042572021484375e+01,1.656538772583007812e+01,1.101047515869140625e+01,7.184705352783203125e+01,3.144448661804199219e+01,1.798702430725097656e+01,7.356138610839843750e+01,4.557452774047851562e+01,2.528064155578613281e+01,6.801215362548828125e+01,6.140888214111328125e+01,1.944713401794433594e+01,2.500000000000000000e+01
2.433816719055175781e+01,5.881753921508789062e+01,3.199640846252441406e+01,5.252163696289062500e+01,9.375301361083984375e+01,5.306889343261718750e+01,5.847877883911132812e+01,9.758781433105468750e+01,4.475733566284179688e+01,6.757831573486328125e+01,1.046627578735351562e+02,3.847514343261718750e+01,5.492528438568115234e+00,6.615429401397705078e+00,1.963931274414062500e+01,8.000000000000000000e+00
